trip_id,place_id,time
trip_53,582184557,0040-04-03 19:00:00
trip_53,581853838,0040-04-03 21:02:00
trip_53,Paackland Ferry Terminal,0040-04-03 23:00:00
trip_53,Lomark Ferry Terminal,0040-04-04 06:00:00
trip_53,48591000,0040-04-04 06:28:00
trip_54,48534978,2040-07-10 10:06:00
trip_54,48499016,2040-07-10 09:08:00
trip_55,582184557,0040-05-15 10:47:00
trip_55,581853838,0040-05-15 10:47:00
trip_56,Haacklee Ferry Terminal,0040-06-05 21:00:00
trip_56,South Paackland Ferry Terminal,0040-06-05 19:00:00
trip_56,582184557,0040-06-05 16:28:00
trip_56,581853838,0040-06-05 16:28:00
trip_56,48534978,0040-06-05 21:43:00
trip_57,37799737,2040-06-05 09:02:00
trip_57,37828755,2040-06-05 11:19:00
trip_58,Haacklee Ferry Terminal,0040-05-15 09:00:00
trip_58,South Paackland Ferry Terminal,0040-05-15 14:00:00
trip_58,582184557,0040-05-15 14:00:00
trip_58,581853838,0040-05-15 16:54:00
trip_58,37852571,0040-05-15 17:40:00
trip_58,Paackland Ferry Terminal,0040-05-15 19:00:00
trip_58,Lomark Ferry Terminal,0040-05-15 21:00:00
trip_59,Lomark Ferry Terminal,2040-05-27 21:00:00
trip_59,Paackland Ferry Terminal,2040-05-27 19:00:00
trip_59,37799737,2040-05-27 15:16:00
trip_59,37828755,2040-05-27 15:40:00
trip_59,48511190,2040-05-27 21:00:00
trip_60,Suna Spit,2040-04-06 09:32:00
trip_60,36988183,2040-04-06 09:32:00
trip_60,35889122,2040-04-06 08:40:00
trip_61,37799737,2040-06-23 11:52:00
trip_62,Lomark Ferry Terminal,2040-05-03 21:00:00
trip_62,Paackland Ferry Terminal,2040-05-03 15:00:00
trip_62,37882709,2040-05-03 11:00:00
trip_63,Haacklee Ferry Terminal,2040-05-14 21:00:00
trip_63,South Paackland Ferry Terminal,2040-05-14 19:00:00
trip_63,37892464,2040-05-14 16:41:00
trip_63,37810321,2040-05-14 16:05:00
trip_64,Haacklee Ferry Terminal,0040-06-05 09:00:00
trip_64,South Paackland Ferry Terminal,0040-06-05 14:00:00
trip_64,582184557,0040-06-05 14:00:00
trip_64,581853838,0040-06-05 17:55:00
trip_64,Paackland Ferry Terminal,0040-06-05 19:00:00
trip_64,Lomark Ferry Terminal,0040-06-05 21:00:00
trip_64,48591000,0040-06-05 21:14:00
trip_64,48580702,0040-06-05 21:14:00
trip_65,36988183,0040-05-23 08:27:00
trip_65,2519420987,0040-05-23 07:22:00
trip_65,Haacklee Ferry Terminal,0040-05-23 07:22:00
trip_66,Suna Spit,0040-07-11 06:35:00
trip_66,36988183,0040-07-10 08:25:00
trip_66,Port Grove Ferry Terminal,0040-07-10 10:00:00
trip_66,Haacklee Ferry Terminal,0040-07-10 13:00:00
trip_66,South Paackland Ferry Terminal,0040-07-10 19:00:00
trip_66,582184557,0040-07-10 19:00:00
trip_66,581853838,0040-07-10 21:16:00
trip_66,Paackland Ferry Terminal,0040-07-10 23:00:00
trip_66,Lomark Ferry Terminal,0040-07-11 06:00:00
trip_66,48591000,0040-07-11 06:35:00
trip_67,Lomark Ferry Terminal,2040-06-06 21:00:00
trip_67,Paackland Ferry Terminal,2040-06-06 15:00:00
trip_67,37810321,2040-06-06 11:24:00
trip_67,48511190,2040-06-06 21:00:00
trip_68,37810321,2040-05-27 09:55:00
trip_68,37810348,2040-05-27 09:09:00
trip_69,Haacklee Ferry Terminal,0040-04-17 09:00:00
trip_69,South Paackland Ferry Terminal,0040-04-17 14:00:00
trip_69,582184557,0040-04-17 14:00:00
trip_69,581853838,0040-04-17 17:13:00
trip_69,Paackland Ferry Terminal,0040-04-17 19:00:00
trip_69,Lomark Ferry Terminal,0040-04-17 21:00:00
trip_69,48591000,0040-04-17 21:54:00
trip_70,South Paackland Ferry Terminal,2040-05-14 19:00:00
trip_70,Haacklee Ferry Terminal,2040-05-14 13:00:00
trip_70,Port Grove Ferry Terminal,2040-05-14 10:00:00
trip_70,2519421134,2040-05-13 20:00:00
trip_70,36988183,2040-05-14 00:41:00
trip_70,Suna Spit,2040-05-14 00:41:00
trip_70,9196630064,2040-05-14 00:41:00
trip_71,Lomark Ferry Terminal,2040-05-15 21:00:00
trip_71,Paackland Ferry Terminal,2040-05-15 15:00:00
trip_71,37858059,2040-05-15 11:00:00
trip_71,48580678,2040-05-15 21:00:00
trip_72,Lomark Ferry Terminal,2040-07-17 21:00:00
trip_72,Paackland Ferry Terminal,2040-07-17 15:00:00
trip_72,37828755,2040-07-17 11:25:00
trip_72,37831223,2040-07-17 11:25:00
trip_72,48580702,2040-07-17 21:00:00
trip_73,Lomark Ferry Terminal,2040-05-19 21:00:00
trip_73,Paackland Ferry Terminal,2040-05-19 15:00:00
trip_73,37852571,2040-05-19 11:12:00
trip_73,37892464,2040-05-19 11:00:00
trip_73,48511194,2040-05-19 21:00:00
trip_74,Haacklee Ferry Terminal,2040-05-20 21:00:00
trip_74,South Paackland Ferry Terminal,2040-05-20 19:00:00
trip_74,2912844717,2040-05-20 14:00:00
trip_74,48580678,2040-05-20 21:00:00
trip_75,Suna Spit,2040-06-14 08:26:00
trip_75,36988183,2040-06-14 08:26:00
trip_75,Port Grove Ferry Terminal,2040-06-14 07:42:00
trip_76,Haacklee Ferry Terminal,2040-05-24 21:00:00
trip_76,South Paackland Ferry Terminal,2040-05-24 19:00:00
trip_76,37892464,2040-05-24 14:45:00
trip_76,37766140,2040-05-24 14:45:00
trip_77,582184557,0040-05-15 10:17:00
trip_77,581853838,0040-05-15 10:17:00
trip_78,South Paackland Ferry Terminal,2040-05-23 19:00:00
trip_78,Haacklee Ferry Terminal,2040-05-23 13:00:00
trip_78,Port Grove Ferry Terminal,2040-05-23 10:00:00
trip_78,36988183,2040-05-23 00:22:00
trip_78,Suna Spit,2040-05-23 00:22:00
trip_78,30196032,2040-05-22 20:00:00
trip_78,4978801697,2040-05-23 00:22:00
trip_79,Lomark Ferry Terminal,2040-07-13 21:00:00
trip_79,Paackland Ferry Terminal,2040-07-13 15:00:00
trip_79,37828755,2040-07-13 11:24:00
trip_79,48511187,2040-07-13 21:00:00
trip_80,48534978,2040-04-23 10:21:00
trip_80,48475647,2040-04-23 09:04:00
trip_81,Lomark Ferry Terminal,2040-04-01 21:00:00
trip_81,Paackland Ferry Terminal,2040-04-01 15:00:00
trip_81,37852571,2040-04-01 11:13:00
trip_81,48580702,2040-04-01 21:00:00
trip_82,48549608,2040-06-12 08:48:00
trip_83,48568668,2040-06-22 08:52:00
trip_83,48531042,2040-06-22 08:52:00
trip_84,37828755,2040-05-10 08:09:00
trip_85,Lomark Ferry Terminal,2040-04-17 21:00:00
trip_85,Paackland Ferry Terminal,2040-04-17 19:00:00
trip_85,581861511,2040-04-17 15:00:00
trip_85,48580702,2040-04-17 21:00:00
trip_86,37852571,2040-06-16 09:33:00
trip_87,Haacklee Ferry Terminal,0040-04-24 09:00:00
trip_87,South Paackland Ferry Terminal,0040-04-24 14:00:00
trip_87,582184557,0040-04-24 14:00:00
trip_87,581853838,0040-04-24 16:31:00
trip_87,37799737,0040-04-24 17:09:00
trip_87,Paackland Ferry Terminal,0040-04-24 19:00:00
trip_87,Lomark Ferry Terminal,0040-04-24 21:00:00
trip_88,30188848,2040-04-08 07:43:00
trip_88,30179401,2040-04-08 07:43:00
trip_88,Suna Spit,2040-04-08 08:51:00
trip_88,2519420987,2040-04-08 08:51:00
trip_89,Lomark Ferry Terminal,2040-05-19 21:00:00
trip_89,Paackland Ferry Terminal,2040-05-19 15:00:00
trip_89,37826661,2040-05-19 11:46:00
trip_89,37857689,2040-05-19 11:46:00
trip_89,37799737,2040-05-19 13:45:00
trip_90,30188848,2040-07-09 09:28:00
trip_90,30179401,2040-07-09 09:28:00
trip_90,9196630064,2040-07-09 08:42:00
trip_91,30188848,2040-04-01 08:55:00
trip_91,30188922,2040-04-01 08:12:00
trip_92,Lomark Ferry Terminal,2040-06-17 21:00:00
trip_92,Paackland Ferry Terminal,2040-06-17 15:00:00
trip_92,37831223,2040-06-17 11:00:00
trip_92,48511187,2040-06-17 21:00:00
trip_93,37826661,2040-07-27 08:56:00
trip_93,37810321,2040-07-27 09:44:00
trip_93,37852571,2040-07-27 10:15:00
trip_94,Haacklee Ferry Terminal,2040-07-15 21:00:00
trip_94,South Paackland Ferry Terminal,2040-07-15 19:00:00
trip_94,2564318352,2040-07-15 14:51:00
trip_94,37828755,2040-07-15 15:50:00
trip_95,Suna Spit,2040-07-26 08:51:00
trip_95,48534978,2040-07-26 08:09:00
trip_95,48512198,2040-07-26 08:09:00
trip_96,Suna Spit,0040-04-10 08:25:00
trip_96,36988183,0040-04-10 08:25:00
trip_96,Port Grove Ferry Terminal,0040-04-10 10:00:00
trip_96,Haacklee Ferry Terminal,0040-04-10 13:00:00
trip_96,South Paackland Ferry Terminal,0040-04-10 19:00:00
trip_96,582184557,0040-04-10 19:00:00
trip_96,581853838,0040-04-10 22:03:00
trip_96,37799737,0040-04-10 22:29:00
trip_96,Paackland Ferry Terminal,0040-04-10 23:00:00
trip_96,Himark Ferry Terminal,0040-04-11 03:00:00
trip_96,30179401,0040-04-11 03:00:00
trip_96,30188848,0040-04-11 03:00:00
trip_97,Haacklee Ferry Terminal,2040-06-05 21:00:00
trip_97,South Paackland Ferry Terminal,2040-06-05 19:00:00
trip_97,581678301,2040-06-05 14:00:00
trip_98,South Paackland Ferry Terminal,2040-05-24 19:00:00
trip_98,Haacklee Ferry Terminal,2040-05-24 13:00:00
trip_99,37799737,2040-04-26 09:40:00
trip_99,2564318352,2040-04-26 07:10:00
trip_100,48501909,2040-06-01 08:56:00
trip_100,48511190,2040-06-01 09:21:00
trip_101,Haacklee Ferry Terminal,2040-07-06 21:00:00
trip_101,South Paackland Ferry Terminal,2040-07-06 19:00:00
trip_101,37828755,2040-07-06 15:05:00
trip_102,Suna Spit,2040-07-30 08:00:00
trip_102,30179053,2040-07-30 07:34:00
trip_102,48580702,2040-07-30 08:00:00
trip_103,582184557,0040-07-17 10:48:00
trip_103,581853838,0040-07-17 10:48:00
trip_103,48531040,0040-07-17 11:13:00
trip_104,Suna Spit,0040-06-06 06:30:00
trip_104,36988183,0040-06-05 09:59:00
trip_104,Port Grove Ferry Terminal,0040-06-05 10:00:00
trip_104,Haacklee Ferry Terminal,0040-06-05 13:00:00
trip_104,South Paackland Ferry Terminal,0040-06-05 19:00:00
trip_104,582184557,0040-06-05 19:00:00
trip_104,581853838,0040-06-05 21:50:00
trip_104,Paackland Ferry Terminal,0040-06-05 23:00:00
trip_104,Lomark Ferry Terminal,0040-06-06 06:00:00
trip_104,48591000,0040-06-06 06:30:00
trip_105,Haacklee Ferry Terminal,0040-06-26 21:00:00
trip_105,South Paackland Ferry Terminal,0040-06-26 19:00:00
trip_105,582184557,0040-06-26 17:21:00
trip_105,581853838,0040-06-26 17:21:00
trip_106,South Paackland Ferry Terminal,0040-04-19 19:00:00
trip_106,Haacklee Ferry Terminal,0040-04-19 13:00:00
trip_106,Port Grove Ferry Terminal,0040-04-19 12:00:00
trip_106,36988183,0040-04-19 11:57:00
trip_106,Suna Spit,0040-04-19 11:57:00
trip_106,9196630064,0040-04-19 11:57:00
trip_106,30188848,0040-04-19 11:26:00
trip_107,37810321,2040-05-29 08:08:00
trip_108,37826661,2040-07-20 09:57:00
trip_108,37828755,2040-07-20 10:33:00
trip_108,37799737,2040-07-20 11:30:00
trip_108,2564179411,2040-07-20 11:05:00
trip_109,Haacklee Ferry Terminal,0040-06-19 09:00:00
trip_109,South Paackland Ferry Terminal,0040-06-19 14:00:00
trip_109,582184557,0040-06-19 14:00:00
trip_109,581853838,0040-06-19 17:30:00
trip_109,Paackland Ferry Terminal,0040-06-19 19:00:00
trip_109,Lomark Ferry Terminal,0040-06-19 21:00:00
trip_109,48591000,0040-06-19 21:13:00
trip_109,48511194,0040-06-19 21:13:00
trip_110,Haacklee Ferry Terminal,0040-07-17 21:00:00
trip_110,South Paackland Ferry Terminal,0040-07-17 19:00:00
trip_110,582184557,0040-07-17 16:32:00
trip_110,581853838,0040-07-17 16:32:00
trip_110,48475647,0040-07-17 21:13:00
trip_110,48511187,0040-07-17 21:13:00
trip_111,Lomark Ferry Terminal,2040-06-29 21:00:00
trip_111,Paackland Ferry Terminal,2040-06-29 15:00:00
trip_111,37831236,2040-06-29 11:00:00
trip_111,37799737,2040-06-29 11:30:00
trip_111,48511187,2040-06-29 21:00:00
trip_112,Lomark Ferry Terminal,2040-07-10 21:00:00
trip_112,Paackland Ferry Terminal,2040-07-10 19:00:00
trip_112,7557795052,2040-07-10 15:00:00
trip_112,48580702,2040-07-10 21:00:00
trip_113,Suna Spit,0040-04-24 08:16:00
trip_113,36988183,0040-04-24 08:16:00
trip_113,Port Grove Ferry Terminal,0040-04-24 10:00:00
trip_113,Haacklee Ferry Terminal,0040-04-24 13:00:00
trip_113,South Paackland Ferry Terminal,0040-04-24 19:00:00
trip_113,582184557,0040-04-24 19:00:00
trip_113,581853838,0040-04-24 22:28:00
trip_113,37826661,0040-04-24 22:51:00
trip_113,Paackland Ferry Terminal,0040-04-24 23:00:00
trip_113,Himark Ferry Terminal,0040-04-25 03:00:00
trip_113,30179401,0040-04-25 03:00:00
trip_113,30188848,0040-04-25 03:00:00
trip_114,48534978,0040-05-14 10:21:00
trip_115,Haacklee Ferry Terminal,2040-07-17 21:00:00
trip_115,South Paackland Ferry Terminal,2040-07-17 19:00:00
trip_115,37828755,2040-07-17 14:58:00
trip_115,37831236,2040-07-17 14:58:00
trip_116,Suna Spit,0040-06-01 07:07:00
trip_116,48591000,0040-06-01 07:39:00
trip_116,Lomark Ferry Terminal,0040-06-01 11:00:00
trip_116,Himark Ferry Terminal,0040-06-01 13:00:00
trip_116,30179401,0040-06-01 13:00:00
trip_116,30188848,0040-06-01 13:00:00
trip_117,Haacklee Ferry Terminal,0040-04-03 09:00:00
trip_117,South Paackland Ferry Terminal,0040-04-03 14:00:00
trip_117,582184557,0040-04-03 14:00:00
trip_117,581853838,0040-04-03 17:47:00
trip_117,37826661,0040-04-03 18:27:00
trip_117,Paackland Ferry Terminal,0040-04-03 19:00:00
trip_117,Lomark Ferry Terminal,0040-04-03 21:00:00
trip_118,Haacklee Ferry Terminal,2040-05-20 21:00:00
trip_118,South Paackland Ferry Terminal,2040-05-20 19:00:00
trip_118,7557795055,2040-05-20 14:00:00
trip_118,37799737,2040-05-20 15:22:00
trip_118,2564179411,2040-05-20 16:07:00
trip_119,South Paackland Ferry Terminal,2040-05-17 14:00:00
trip_119,Haacklee Ferry Terminal,2040-05-17 06:00:00
trip_119,Port Grove Ferry Terminal,2040-05-16 20:00:00
trip_119,2519420987,2040-05-16 23:16:00
trip_119,36988183,2040-05-16 23:16:00
trip_119,416797704,2040-05-16 23:16:00
trip_120,South Paackland Ferry Terminal,2040-07-21 19:00:00
trip_120,Haacklee Ferry Terminal,2040-07-21 13:00:00
trip_120,48511187,2040-07-21 09:00:00
trip_121,Haacklee Ferry Terminal,0040-06-12 21:00:00
trip_121,South Paackland Ferry Terminal,0040-06-12 19:00:00
trip_121,582184557,0040-06-12 14:00:00
trip_121,581853838,0040-06-12 17:03:00
trip_121,37852571,0040-06-12 17:43:00
trip_122,2133935896,2040-06-18 07:03:00
trip_123,48510772,2040-05-28 08:02:00
trip_123,Lomark Ferry Terminal,2040-05-28 11:00:00
trip_123,48511190,2040-05-28 11:00:00
trip_124,37810321,2040-04-10 09:43:00
trip_125,Haacklee Ferry Terminal,2040-04-03 21:00:00
trip_125,South Paackland Ferry Terminal,2040-04-03 19:00:00
trip_125,48531040,2040-04-03 14:16:00
trip_125,491470184,2040-04-03 14:16:00
trip_125,48530519,2040-04-03 21:00:00
trip_126,582184557,0040-06-26 10:36:00
trip_126,581853838,0040-06-26 10:36:00
trip_127,Suna Spit,2040-05-15 09:53:00
trip_127,12629409643,2040-05-15 09:11:00
trip_128,37826661,2040-06-20 07:02:00
trip_128,37831223,2040-06-20 07:02:00
trip_129,37810321,2040-04-13 10:18:00
trip_130,Lomark Ferry Terminal,2040-05-12 21:00:00
trip_130,Paackland Ferry Terminal,2040-05-12 19:00:00
trip_130,37828755,2040-05-12 15:26:00
trip_130,37831223,2040-05-12 15:26:00
trip_130,37799737,2040-05-12 15:51:00
trip_130,2564179411,2040-05-12 16:08:00
trip_130,48530519,2040-05-12 21:00:00
trip_131,Haacklee Ferry Terminal,2040-04-02 21:00:00
trip_131,South Paackland Ferry Terminal,2040-04-02 19:00:00
trip_131,37826661,2040-04-02 14:42:00
trip_131,581815970,2040-04-02 14:42:00
trip_131,37892464,2040-04-02 15:50:00
trip_132,582184557,0040-04-24 09:19:00
